Mass,enterococcus_faecium_s_1054_-_d1,enterococcus_faecium_s_1065_-_d1,enterococcus_faecium_s_1269_-_d1,enterococcus_faecium_s_142_-_d1,enterococcus_faecium_s_1508_-_d1,enterococcus_faecium_s_1514_-_d1,enterococcus_faecium_s_1604_-_d1,enterococcus_faecium_s_1841_-_d1,enterococcus_faecium_s_1856_-_d1,enterococcus_faecium_s_1963_-_d1,enterococcus_faecium_s_2090_-_d1,enterococcus_faecium_s_2217_-_d1,enterococcus_faecium_s_276_-_d1,enterococcus_faecium_s_491_-_d1,enterococcus_faecium_s_974_-_d1,enterococcus_faecium_s_g-13_-_d1,enterococcus_faecium_s_g-19_-_d1,enterococcus_faecium_s_g-1_-_d1,enterococcus_faecium_s_g-20_-_d1,enterococcus_faecium_s_g-3_-_d1,enterococcus_faecium_vana_1281_-_d1,enterococcus_faecium_vana_1575_-_d1,enterococcus_faecium_vana_1686_-_d1,enterococcus_faecium_vana_1906_-_d1,enterococcus_faecium_vana_1999_-_d1,enterococcus_faecium_vana_2087_-_d1,enterococcus_faecium_vana_2110_-_d1,enterococcus_faecium_vana_2690_-_d1,enterococcus_faecium_vana_2691_-_d1,enterococcus_faecium_vana_2799_-_d1,enterococcus_faecium_vana_2800_-_d1,enterococcus_faecium_vana_3249_-_d1,enterococcus_faecium_vana_3718_-_d1,enterococcus_faecium_vana_4021_-_d1,enterococcus_faecium_vana_4100_-_d1,enterococcus_faecium_vana_4179_-_d1,enterococcus_faecium_vana_4807_-_d1,enterococcus_faecium_vana_4903_-_d1,enterococcus_faecium_vana_750_-_d1,enterococcus_faecium_vana_918_-_d1,enterococcus_faecium_vana_979_-_d1,enterococcus_faecium_vanb_1080_-_d1,enterococcus_faecium_vanb_1095_-_d1,enterococcus_faecium_vanb_1144_-_d1,enterococcus_faecium_vanb_1213_-_d1,enterococcus_faecium_vanb_1303_-_d1,enterococcus_faecium_vanb_1791_-_d1,enterococcus_faecium_vanb_2038_-_d1,enterococcus_faecium_vanb_2043_-_d1,enterococcus_faecium_vanb_2119_-_d1,enterococcus_faecium_vanb_2167_-_d1,enterococcus_faecium_vanb_2446_-_d1,enterococcus_faecium_vanb_2_-_d1,enterococcus_faecium_vanb_313_-_d1,enterococcus_faecium_vanb_342_-_d1,enterococcus_faecium_vanb_468_-_d1,enterococcus_faecium_vanb_736_-_d1,enterococcus_faecium_vanb_775_-_d1,enterococcus_faecium_vanb_834_-_d1,enterococcus_faecium_vanb_887_-_d1
2097.1778204813,0,0,0.0051433093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005500006,0.0075807375,0,0,0.0062967378,0,0,0,0,0,0,0,0,0,0,0.0079953256,0,0,0,0,0,0.0094426259,0.006134268,0,0,0,0,0,0,0,0
2107.4516380338,0,0,0.0059486167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069486501,0,0,0,0,0.0064771099,0,0.0086994217,0.0101083752,0,0,0.0067816535,0,0,0.0082256389,0,0.0063968185,0,0,0,0,0,0,0
2130.6596819984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081674656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181.3805768837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065917952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186.6165175651,0,0,0.0059634997,0.0068277266,0,0,0,0,0,0.0103840186,0,0,0,0,0.0065288528,0,0,0,0,0,0.0072155074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065429716,0,0,0,0,0.0062357261,0.0083778416,0,0.0091159626,0,0.0085311472,0.006461403,0.0090326581,0,0.0098788407,0.0109811539,0,0,0.0073961602,0,0,0,0,0
2206.3072988025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0095153448,0,0,0,0,0,0.0075080163,0,0,0,0,0,0,0,0.0084803068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211.5731083066,0.0091320573,0.0039834506,0.0075305542,0.0177022625,0.0088818133,0.0092611514,0.0107602294,0.0113663612,0.0078724435,0.0171247661,0.0072466194,0.0153483912,0.0098160305,0.0072352511,0.0123985349,0,0.0064566139,0,0.0055726432,0.0101010036,0.0162062093,0.0067154515,0.009159049,0.0121719538,0.0061447726,0.0103152529,0,0.0090786459,0.0078007706,0.007424537,0.0109901492,0.0072178765,0,0.0091081755,0,0,0.0078028839,0.0100494755,0.0079407754,0,0.0154858747,0.0143115656,0.0153110322,0.0216789326,0.0103250936,0.014295159,0.0225837974,0.0139805075,0.0169804055,0.0083812408,0.0137606701,0.0223919302,0.0107735642,0.0054200582,0.0133827663,0.0084430557,0.0111685949,0.0166949556,0,0.009559264
2220.8034061731,0,0,0.0051141605,0.0063758238,0.007460282,0.0072799373,0.0062448799,0,0,0.0069616098,0,0,0,0,0,0,0,0,0,0.0085849939,0,0,0,0,0.0055520239,0,0,0,0.0066351732,0.0064026203,0.0139782896,0,0,0.0057491755,0,0,0.0116539201,0.00683418,0,0,0,0.008001017,0.0069991911,0.0089102553,0.0155840713,0.0072550451,0.0103904385,0.0108842522,0,0,0.012305426,0.0093136208,0.0071422016,0,0.0060049566,0,0,0,0,0
2241.9735464701,0,0,0.0073474958,0,0.0075341071,0.0079666557,0.0065995154,0,0,0.0106737384,0,0,0,0,0.0071940996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083118691,0,0,0,0,0,0.008908963,0,0,0,0,0,0.0066515431,0.0105741949,0.0120037219,0,0.0090285781,0.0081872936,0.0090731135,0,0.0118164862,0.0105343967,0,0,0,0,0,0,0,0
2251.2671218947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110248388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265.9102227177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128373063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328.8992798815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078455948,0,0,0,0,0,0,0.0061331426,0,0,0,0,0,0,0,0
2406.3610733402,0.0081409951,0,0.0268528393,0.0151065008,0.0284905101,0.0274502702,0.0240495859,0.0195373506,0.0130448631,0.035950908,0.0115320248,0.0156257363,0.020982127,0.0081368921,0.0247505291,0,0.0072304033,0,0.0054372386,0.0226418841,0.0221310544,0.0107256282,0.0205194772,0.0142426342,0.0111504912,0.0149536918,0.011632551,0.0104402316,0.015985137,0.0177931772,0.0266622008,0.0112543293,0,0.0153015091,0.007930841,0,0.0327324772,0.0134479802,0.0144130193,0,0.0183315896,0.0182134932,0.0201883287,0.031676218,0.0430616442,0.0212515292,0.0321617369,0.0318914956,0.0319926962,0.0157883167,0.041783831,0.0358146435,0.0187451771,0.0060980995,0.0163218216,0.012680766,0.0092281379,0.015134157,0,0.0105968962
2427.8224054138,0,0,0,0.0080651781,0,0,0,0,0,0.0101410382,0,0.0076346736,0,0,0,0,0,0,0,0,0.0089872536,0,0,0,0,0.0059903099,0,0,0,0,0.0072796383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006264327,0.0060347406,0.0067952505,0,0,0,0,0.0119480776,0,0,0,0,0,0,0,0
2446.8381548641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074902529,0,0,0,0,0,0.0078541329,0,0,0,0,0,0,0,0,0
2536.561111744,0,0,0.0051484935,0,0,0,0,0,0,0.0071568196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069380859,0,0,0,0,0,0,0,0.0091942178,0,0,0.0068093438,0,0,0.0083498383,0.0067488497,0,0,0,0,0,0,0,0
2545.6224410987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062795483,0,0,0,0,0.0073902157,0.0103770502,0,0,0,0,0,0,0,0.0106394532,0,0,0,0,0,0,0,0
2554.6999590905,0,0,0.0080808097,0,0.0094207601,0.0077350528,0.0067835834,0,0,0.011331537,0,0,0.0078653168,0,0.0069461801,0,0,0,0,0.0090672809,0,0,0,0,0,0,0,0,0,0,0.0081715932,0,0,0,0,0,0.0112086098,0,0,0,0,0.0081011537,0.0086865327,0.0108543742,0.0142916724,0.0072625811,0.0100040813,0.0111154387,0.0095498665,0,0.0125965946,0.0111463867,0.0084160246,0,0.006725135,0,0,0,0,0
2675.5091152361,0.0081751201,0.0034431858,0.0075129344,0.0133056352,0.0136176529,0.0075395372,0.0074866623,0.0079371657,0.0084156404,0.0109875419,0.0056702043,0.0136143022,0.0088645338,0.006091638,0.0086244903,0,0.0076332216,0,0.0067932162,0.0093370774,0.0247918574,0.0056144948,0.0083224812,0.0101180824,0.0071340111,0.0147483535,0,0.010620231,0,0.0064656915,0,0.0078372802,0,0.0078315466,0,0,0.0066229765,0,0,0,0.0096348668,0.0099320896,0.0111070971,0.0307206764,0,0.0128461474,0.024354278,0.0094771696,0.0168352866,0.0087701046,0.0092865114,0.0148926295,0.0067809748,0,0.0098387462,0.0071802367,0.0122089885,0.009942137,0,0.0098249899
2689.039089763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071858747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021.2578574343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078718313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026.3936683975,0,0,0,0.0075790719,0,0,0,0,0,0.0081596564,0,0.0072218339,0,0,0.0055478829,0,0,0,0,0,0.0076678937,0,0,0,0,0.0055232784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008240339,0.0064697996,0,0.0129863731,0,0,0.0093521103,0,0,0,0,0.008082861,0,0,0,0,0,0.0078903815,0,0
3126.3645339988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097498486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156.5971667249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077232862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170.7876346025,0,0,0,0,0,0,0,0,0,0.0076167334,0,0,0,0,0,0,0,0,0,0,0.0102584296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092762094,0,0,0.0089037499,0,0,0,0,0.0068253606,0,0,0,0,0,0,0,0
3201.7621273214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193004912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3247.907921832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008747293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3254.5652532869,0,0,0.005250869,0.010866199,0.0078103956,0,0,0.007504993,0.0070493669,0.0097817502,0,0.0116585857,0,0,0.0071562009,0,0,0,0,0,0.0154884409,0,0,0,0,0,0,0.0077293004,0,0,0,0.006276857,0,0,0,0,0,0,0,0,0.0120532384,0.0061634942,0.0073552476,0.0143206232,0,0.0066881748,0.0120504194,0,0.0103511434,0,0,0.0087174305,0,0,0.0072006371,0,0.009897208,0.0082524112,0,0.0077325651
3262.9632175311,0.0069780923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0088998982,0.009066436,0,0.0093136039,0,0,0,0,0,0,0,0.0061175947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268.0303277121,0,0,0,0.0063801094,0,0,0,0,0,0,0,0.0076532607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300.0162794393,0,0,0,0.0075688327,0,0,0,0,0,0,0,0.0075897361,0,0,0.0057494273,0,0,0,0,0,0.0080855081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066888083,0,0.0072896454,0,0,0.0076136772,0,0,0.0063790491,0,0.0070593136,0.0081735867,0,0
3413.6614108271,0,0.0036659682,0.0062958785,0.011154072,0.009227846,0,0.0066282448,0.0072624455,0.0075160658,0.0088405785,0.0055245314,0.0119984604,0,0,0,0,0.0065995055,0,0.0057540046,0,0.0151829831,0.0055825609,0.0084675331,0.0082168514,0,0.0100273192,0,0,0,0,0,0.0073171045,0,0.0060838401,0,0,0,0,0,0,0.0108099086,0,0,0.0155190321,0,0.0058023423,0.0100072523,0,0.0109018714,0.0078103301,0,0.0076504814,0,0,0.0063798232,0,0.0088955557,0.0073699833,0,0.0072810486
3443.7442737307,0.010226929,0.0054270381,0.0075851263,0.0138228784,0.0107790708,0.0078449101,0.0095855596,0.010775762,0.0102266725,0.0126365266,0.0076924579,0.0155036282,0.0084144214,0.0068107482,0.0088628493,0,0.0083601743,0.0072161473,0.0080606765,0.010162056,0.0193151562,0.0082665706,0.0133009529,0.0129898321,0.0079254838,0.0132658732,0.007074801,0.0108501212,0.0082712094,0.0067681934,0.0087661597,0.0095708724,0,0.009380651,0,0.006562635,0.0081704001,0.0079683386,0.0093872317,0,0.0137832442,0.0083011763,0.0083547877,0.0189950401,0,0.0089810911,0.0136898236,0.0076334659,0.0138025363,0.0100415089,0.0078657582,0.0120676046,0.0069087261,0,0.0099091512,0.0075105767,0.0135156502,0.0125229648,0,0.0101801852
3496.0171594856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084610028,0,0,0,0,0,0,0,0
3516.7598391564,0.0069706015,0.0040933315,0.005400283,0.0099959747,0,0,0.0072644984,0.0078365318,0.0059248694,0.0096178026,0.0053452346,0.0106606709,0,0,0,0,0,0,0,0,0.012737603,0,0.0093016025,0.0091719654,0.0063498941,0.0090206803,0,0,0.0064617772,0,0.0070311987,0.0071986304,0,0.006027794,0,0,0,0.0067716777,0.0080250318,0,0.0099221228,0,0,0.0115277977,0,0,0.0090494946,0,0.0072834457,0.0081338794,0,0.0081719418,0,0,0.0058762365,0,0.0076346908,0.0074518613,0,0
3642.6556352824,0.0454203615,0.0249407342,0.0505570816,0.0755687823,0.0327547642,0.0280326099,0.0574246593,0.0595621321,0.0451977092,0.0622516942,0.0320818739,0.0753482283,0.035043366,0.0300352254,0.0444173599,0.0116086694,0,0.0113558349,0,0.023690699,0,0.0355107213,0.0664975552,0.0586392888,0.0377091929,0.0684584786,0.0290604083,0.0500379779,0.0405971451,0.0236137623,0,0.050000173,0.0106519077,0,0.0236283725,0.0179950763,0,0,0.0290654467,0.0213978472,0.0447229219,0.0301097984,0.0318767306,0.0139859065,0.0217461465,0.0602045507,0.0400956933,0.0345778425,0.054858789,0.0451931634,0.0422353324,0.0750798128,0.0179359286,0.0244714441,0.0535164454,0.0331774866,0.0535762384,0.058756212,0.0087418916,0.0472929638
3650.9693543298,0,0,0,0,0,0,0,0,0,0.0315237913,0,0,0,0,0,0,0.0372790645,0,0.0265211717,0,0.0592702564,0,0,0,0,0,0,0,0,0,0.0371746266,0,0,0.0338589703,0,0.0109336465,0.0177254103,0.0269957168,0,0,0,0,0,0,0,0,0.0214680142,0,0,0,0,0,0.0096811434,0,0,0,0,0,0,0
3662.267197114,0.0111503728,0.0048260808,0.0087779589,0.0161744233,0,0.0066135932,0.0106800783,0.0098175973,0.0075150027,0,0.0061117975,0,0.0082911681,0.0071514246,0.0099407216,0,0,0,0.0084838806,0,0.0126685065,0,0.0145683111,0.0125364837,0.0100495876,0,0,0.0130133271,0.0097174292,0.0062204429,0.0107145335,0.0086193039,0,0.0088414937,0,0,0,0,0.0077294749,0,0.0110310585,0.0077520038,0,0,0,0.0121119765,0.0087861852,0,0,0.0097238424,0.0091131424,0,0,0.0056592981,0.0100645467,0.0072107426,0.009816957,0.0114104053,0,0.0104710448
3672.1671615374,0.0112075481,0.0056200495,0.0083697811,0.0172531288,0.007350814,0.0071070588,0.0107471389,0.0115196862,0.0085136215,0.0135757521,0.0072534127,0.0143540586,0.0094684252,0.0092756791,0.0094097112,0,0.0103846798,0,0.0089173022,0.0098380105,0.0197474316,0.0090955799,0.0164335535,0.0132120117,0.009494274,0.0142175372,0,0.0104495978,0.0105765779,0.0076996654,0.0114634965,0.0114019481,0,0.0095800584,0,0.0075269811,0.0082735289,0.0126324174,0.0113286175,0,0.0160382382,0.0093480021,0.0081381599,0.0142553949,0.0066570045,0.009596055,0.0135841989,0.0082782859,0.0108508778,0.0110715732,0.0094687997,0.014638223,0.0077970714,0.0060215262,0.0108821926,0.0075021521,0.0103143952,0.0131695909,0,0.0108161194
3679.3969373645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143059846,0,0.0089149551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684.9153701706,0,0,0,0.0091782219,0,0,0,0,0,0.0079375805,0,0.0075446398,0,0,0.0060939631,0,0,0,0,0,0.0125203411,0.005740988,0.008729953,0.0072048463,0,0.0075685515,0,0,0,0,0,0,0,0.0057274202,0,0,0,0,0.0073787234,0,0,0,0,0,0,0,0.007131583,0,0,0,0,0,0,0,0,0,0,0,0,0
3841.2278701649,0,0.003611178,0.0092825328,0,0.0095453179,0,0,0.0064757542,0.0081762414,0,0.0063387739,0.0108897335,0,0,0,0.0096169669,0.0075496514,0.0077438531,0.0092930658,0.0080119143,0,0,0,0.0091406505,0.0064444222,0.0104285716,0,0,0,0,0,0.0065065281,0.0081048458,0.010830253,0,0,0,0,0,0.0066627929,0.0104961994,0,0,0,0,0,0,0,0,0.0097023771,0,0.0069343602,0,0,0,0,0.0078606876,0,0,0.0074479208
3881.7056461088,0,0,0,0,0,0,0,0,0.0061207857,0,0,0,0,0.0059862972,0,0.0228463843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053602207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106864287,0,0,0,0.0072740217,0,0,0,0,0,0,0.0192833706,0
3896.2708588926,0,0,0.0070767049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067448317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905.1862860856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005483716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4295.2746968892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132569901,0,0,0,0,0,0,0,0,0,0,0
